period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
6/1/2021,6/30/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,320000,0.015873016,0.187384045,309900,-0.016190476,0.036454849,186.5436047,0.007963611,0.19387907,184.6656489,-0.009036091,0.06908775,13011,0.195095068,0.608281829,11224,-0.031829552,0.165766514,15017,0.073870137,0.160868893,19873,0.131462082,-0.128071253,1.5,-0.1,-1.3,8,-1,-22,1.002700371,0.002747256,0.02876188,0.470371224,0.020752413,0.27321424,0.246012177,0.040705869,-0.026100845,0.61404134,-0.059554796,0.047256961,"Chicago, IL",16984,9/24/2023 14:28
6/1/2017,6/30/2017,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,254500,0.018,0.034552846,259900,0,0.060816327,151.0204082,0.008803515,0.031831696,154.5405458,-0.009278216,0.049894502,12067,0.121676892,0.037486029,9415,-0.084945087,0.004909809,13584,-0.030406852,0.005775211,30214,0.037711224,-0.102669953,2.5,-0.2,-0.4,28,-1,-5,0.979019999,0.001250304,0.003096276,0.242313748,0.012624215,0.02805874,0.284338386,0.015242357,-0.009653476,0.42496017,-0.019106309,0.046371206,"Chicago, IL",16984,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,279900,0.036666667,0.097647059,295000,-0.013377926,0.09805644,124.9630151,0.015598539,0.080089942,134.8523207,0.009299188,0.121245386,12036,0.110024901,0.109308756,10694,0.004791882,0.070042025,13337,0.025292128,-0.080523957,25087,-0.057800646,-0.311175178,2.1,-0.4,-1.3,32,-4,5,0.986949785,0.001904515,0.004149627,0.252077102,0.03082837,0.03797572,0.233826285,-0.001357371,-0.045086401,0.449691416,0.022838085,0.053153493,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2021,6/30/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,339900,0.044640799,0.258888889,349000,0.011594203,0.16722408,153.9052393,0.013141887,0.250817581,158.316115,0.020789288,0.184913434,11781,0.112464589,0.086507424,11731,0.068008012,0.102226816,13980,0.129514422,0.074723247,15248,0.076000282,-0.427326673,1.3,0,-1.2,12,1,-24,1.015990292,0.003279608,0.030945022,0.549868432,0.020501105,0.3286197,0.19248426,0.029263598,-0.042699395,0.604296309,-0.016515781,0.177442978,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2021,7/31/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,312000,-0.025,0.114285714,299900,-0.032268474,0.0169549,184.9217639,-0.008694165,0.155761024,181.3636364,-0.017881033,0.038011273,11692,-0.101375759,0.075719937,10793,-0.038399857,0.059799686,13927,-0.072584404,0.020367793,21463,0.080008051,-0.073232868,1.8,0.3,-0.3,10,2,-14,1.000787607,-0.001912764,0.022123329,0.453215874,-0.01715535,0.222007851,0.261706192,0.015694015,-0.029368552,0.543129806,-0.070911534,0.001299484,"Chicago, IL",16984,9/24/2023 14:28
6/1/2016,6/30/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,246000,0.046808511,0.051282051,245000,-0.02,0.022964509,146.3614742,0.028547725,0.036397466,147.1962617,-0.031432723,0.011591728,11631,0.156048107,0.032215122,9369,-0.026395095,0.067084282,13506,-0.029462489,-0.001552451,33671,0.019900648,-0.093720561,2.9,-0.4,-0.4,33,-3,-6,0.975923723,0.002040143,0.004221757,0.214255008,0.003242186,0.018035626,0.293991862,0.028983078,0.001337164,0.378588964,-0.028248821,0.023349784,"Chicago, IL",16984,9/24/2023 14:28
6/1/2017,6/30/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,228009,0.021499933,0.06421937,247073.5,-0.011702047,0.074232609,103.459432,0.012264947,0.067453379,107.1136549,-0.006957519,0.063346465,11449,0.04690929,0.044807447,9871,-0.008736694,0.020258398,15402,-0.014776434,-0.019792528,39079,0.036688243,-0.065453415,3.4,0,-0.4,36,0,-6,0.981060266,-0.000122646,0.002484795,0.218796401,-0.008251879,0.015930915,0.232682515,0.023562184,-0.182565237,0.349204741,-0.025669732,0.049566498,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2018,6/30/2018,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,265000,0.039215686,0.041257367,260000,-0.054545455,0.000384763,156.2649808,0.016174753,0.034727576,157.5,-0.024013503,0.019150017,11373,0.074546485,-0.057512223,9128,-0.091650911,-0.030483271,13180,-0.093160864,-0.029740872,30217,0.051318628,9.93E-05,2.7,0,0.2,27,1,-1,0.979869077,0.00166581,0.000849078,0.241097336,0.0056476,-0.001216412,0.286726015,0.005221597,0.002387629,0.408413672,-0.043770625,-0.016546498,"Chicago, IL",16984,9/24/2023 14:28
6/1/2015,6/30/2015,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,234000,0.049327354,0.063636364,239500,-0.01399753,0.041757286,141.221374,0.04968596,0.057368975,145.5095545,-0.00187661,0.056069344,11268,0.223851417,0.163448632,8780,-0.035694673,0.083683041,13527,-0.038934281,0.00925166,37153,0.026921695,0.0567739,3.3,-0.6,-0.3,39,-3,6,0.971701966,0.00148025,-0.002352891,0.196219382,-0.000152943,-0.019371738,0.292654698,0.020563153,0.007306119,0.35523918,-0.033228695,-0.027999527,"Chicago, IL",16984,9/24/2023 14:28
5/1/2019,5/31/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,256000,0.037870096,0.045676882,284900,-0.014186851,0.047445725,116.2573827,0.015303667,0.053566904,123.0518725,-0.004437392,0.059757267,11266,0.159769405,0.015229341,10873,0.053279086,0.022090619,16558,0.065782698,0.073800259,35309,0.060139314,0.118825058,3.1,-0.3,0.3,24,-3,3,0.983112959,0.001566636,-0.002642786,0.222439198,0.007594643,-0.047273337,0.273896174,0.027604214,0.036150998,0.437045893,-0.04101281,-0.028831151,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2020,8/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,282000,0.00750268,0.128451381,296000,0.003389831,0.109029599,126.6649256,0.013619314,0.090926803,136.2644853,0.010471934,0.115201091,11213,-0.068378199,0.088323789,10921,0.021226856,0.184875773,12659,-0.05083602,-0.098746974,23097,-0.079323953,-0.371749538,2.1,0,-1.5,28,-4,-2,0.986945236,-4.55E-06,0.006037981,0.26478195,0.012704847,0.062899003,0.223925185,-0.009901099,-0.055777785,0.472209505,0.022518089,0.099637084,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2021,7/31/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,335900,-0.011768167,0.200071454,345000,-0.011461318,0.169491525,155.5267543,0.010535801,0.244582281,159.9681655,0.010435138,0.186247035,11205,-0.048892284,-0.069042871,11063,-0.056943142,0.03450533,13640,-0.024320458,0.022718752,16659,0.092536726,-0.335950891,1.5,0.2,-0.6,11,-1,-21,1.015581569,-0.000408723,0.028631784,0.54573851,-0.004129923,0.293661408,0.227444625,0.034960364,-0.00638166,0.576877881,-0.027418428,0.127186465,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2021,8/31/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,305000,-0.022435897,0.070175439,289900,-0.033344448,0,181.9923372,-0.015841438,0.11859931,179.7466113,-0.008915928,0.027508761,11194,-0.042593226,0.013398515,10555,-0.02205133,0.046811465,12112,-0.130322395,-0.058091609,21186,-0.012905931,-0.086574114,1.9,0.1,-0.2,13,3,-8,0.997300163,-0.003487444,0.017312333,0.412185099,-0.041030775,0.175357288,0.285424337,0.023718145,0.000566184,0.504594979,-0.038534828,-0.030959916,"Chicago, IL",16984,9/24/2023 14:28
6/1/2021,6/30/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,311675,0.038916667,0.189758174,315000,0,0.107594937,140.8685969,0.019123429,0.189387829,143.9774806,0.008783394,0.148034212,11161,0.088984291,0.158501142,10511,0.050784765,0.186610973,13479,0.127572361,0.216735873,15671,0.120237329,-0.324059696,1.4,0,-1,10,-2,-32,1.003719141,0.005205685,0.026561437,0.435624048,0.050220594,0.289267395,0.251483632,0.051755274,-0.035955981,0.652649605,-0.028945916,0.163487266,"Houston, TX",26420,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,270000,0.030672036,0.0800108,276500,-0.027777778,0.106,119.9275362,0.01257736,0.053185477,125.8231117,0.003276598,0.082802825,11150,0.157359352,0.194813545,8905,0.005305938,0.154244977,11879,0.07230547,0.057320872,22575,-0.026268116,-0.257718739,2,-0.4,-1.3,36,-6,2,0.979376626,0.002218921,0.003753457,0.166457399,0.020100746,0.027151784,0.289922481,0.002482867,-0.055686305,0.503537339,0.014374999,0.119609924,"Houston, TX",26420,9/24/2023 14:28
5/1/2018,5/31/2018,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,244817.5,0.028644958,0.096803459,271995,-0.011067521,0.087984352,110.3464642,0.006136261,0.079648858,116.1132614,0.004125165,0.076477142,11097,0.149114632,0.014722019,10638,0.051185771,0.068286805,15420,0.046416938,-0.013625024,31559,0.062914688,-0.162802419,2.8,-0.3,-0.6,21,-2,-15,0.985755745,0.000289442,0.004572833,0.269712535,0.009486792,0.042664254,0.237745176,0.038391836,0.028624845,0.465877045,-0.023846276,0.091002572,"Atlanta, GA",12060,9/24/2023 14:28
8/1/2020,8/31/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,285000,0.017857143,0.122047244,289900,-0.0169549,0.1596,162.6966292,0.016853933,0.058332294,174.9343832,0.001214276,0.134780442,11046,0.016284847,0.176608436,10083,-0.009917518,0.393642018,12859,-0.057879698,0.188667036,23194,0.001511292,-0.293985146,2.1,0,-1.4,21,-3,-16,0.97998783,0.001323551,0.005602724,0.236827811,0.005619788,0.043921974,0.284858153,-0.006216591,-0.016341165,0.535554894,-0.006275428,0.200240451,"Chicago, IL",16984,9/24/2023 14:28
6/1/2022,6/30/2022,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,340000,0.03343465,0.0625,324886,-0.012504559,0.048357535,204.6678636,0.019899522,0.097158297,194.9026259,-0.017012843,0.055435199,11007,0.08081304,-0.154023519,10123,0.055578728,-0.098093371,13089,0.022498242,-0.128387827,27287,0.038713361,0.373068988,2.5,-0.1,1,48,0,40,1.010101786,-0.000640579,0.007401416,0.52884528,-0.003362104,0.058474056,0.180195698,0.049362047,-0.06581648,0.094142053,-0.015555549,-0.519899287,"Chicago, IL",16984,9/24/2023 14:28
8/1/2021,8/31/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,330000,-0.017564751,0.170212766,345900,0.002608696,0.168581081,157.4027287,0.012062068,0.242670202,160.5437641,0.003598207,0.178177598,10980,-0.020080321,-0.020779452,11730,0.06029106,0.074077465,13239,-0.029398827,0.045817205,16894,0.014106489,-0.268563017,1.5,0,-0.6,12,1,-16,1.012032602,-0.003548966,0.025087367,0.524043716,-0.021694794,0.259261766,0.238131881,0.010687257,0.014206696,0.540153453,-0.036724429,0.067943948,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2016,6/30/2016,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,214250,0.008947492,0.070099643,230000,-0.040867389,0.069772418,96.92173361,-0.000932928,0.046754723,100.7326007,-0.006197785,0.050679279,10958,0.050723943,0.078012789,9675,0.083062801,0.109518349,15713,0.05470533,0.065071511,41816,0.027268707,-0.040411226,3.8,-0.1,-0.5,42,0,-5,0.978575471,-0.000172024,0.004141664,0.202865486,-0.011920207,0.027951566,0.415247752,0.022185304,0.028300509,0.299638243,-0.030486015,0.03851439,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2017,5/31/2017,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,223210,0.014590909,0.051141983,249999,-4.00E-06,0.042531276,102.2058824,0.006573084,0.05353596,107.8641216,0.003353164,0.064159986,10936,0.216192171,0.048614441,9958,0.128385269,0.114743087,15633,0.114255167,0.049335481,37696,0.04539782,-0.073944873,3.4,-0.6,-0.5,36,-4,-6,0.981182913,0.000905181,0.002435417,0.227048281,0.013525149,0.012262587,0.209120331,0.027612247,-0.183942117,0.374874473,-0.022519295,0.044750214,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2018,6/30/2018,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,248135,0.01355091,0.088268446,260000,-0.044100075,0.05231844,111.8492008,0.013618349,0.081092353,114.6731572,-0.012402582,0.070574589,10915,-0.016400829,-0.046641628,9751,-0.083380335,-0.012156823,15338,-0.005317769,-0.004155305,33950,0.075762857,-0.131246961,3.1,0.3,-0.3,21,0,-15,0.985429129,-0.000326617,0.004368862,0.2612918,-0.008420735,0.042495399,0.249484536,0.01173936,0.016802021,0.451543431,-0.014333613,0.10233869,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2021,5/31/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,315000,0.009615385,0.188679245,315000,-0.002849003,0.08658158,185.069781,0.020211717,0.202953576,186.34952,-0.002609573,0.114927911,10887,0.038935013,0.716650899,11593,0.009579378,0.508719417,13984,-0.049354181,0.37138374,17564,0.066553316,-0.236115339,1.6,0,-2,9,-4,-19,0.999953114,0.005594606,0.027447947,0.449618811,0.062654406,0.265765138,0.205306308,0.009593411,-0.011455315,0.673596136,-0.009413531,0.191425391,"Chicago, IL",16984,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,280000,0.038961039,0.072796935,294900,-0.013712375,0.138610039,160,0.024,0.02124183,174.7222222,0.011522114,0.12157933,10869,0.343510507,0.092581423,10184,0.057748234,0.243771373,13649,0.055117502,0.160431899,23159,0.016102141,-0.29457813,2.1,-0.7,-1.2,24,-6,-8,0.978664278,0.004725788,0.003373562,0.231208023,0.034051039,0.024834882,0.291074744,0.018961722,-0.016753462,0.541830322,-0.024954057,0.178493732,"Chicago, IL",16984,9/24/2023 14:28
7/1/2019,7/31/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,255000,-0.014492754,0.053719008,268656.5,-0.023067273,0.038948508,115.6968602,-0.005865868,0.054252365,120.2701232,-0.009378408,0.043618483,10850,0.036195206,0.039770005,9994,-0.013620213,0.052886641,14505,-0.007798071,0.035331906,36420,0.008752493,0.04086882,3.4,0,0,27,2,3,0.982800157,0.000268395,-0.002557001,0.214101382,-0.003929369,-0.035155925,0.278912685,0.004954121,0.021467701,0.396537923,-0.028254813,0.003891484,"Atlanta, GA",12060,9/24/2023 14:28
6/1/2020,6/30/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,270000,0.034482759,0.043478261,299000,0.013559322,0.087272727,123.0437129,0.02654625,0.057262526,133.6098575,0.026569293,0.100496168,10843,0.409463148,0.035526693,10643,0.072883065,0.050434268,13008,0.060492418,-0.110199056,26626,-0.083726212,-0.262519388,2.5,-1.3,-0.9,36,4,11,0.98504527,0.000878321,0.002513507,0.221248732,-0.018709672,0.00321798,0.235183655,0.014288235,-0.038774909,0.426853331,0.043183976,0.002060595,"Atlanta, GA",12060,9/24/2023 14:28
9/1/2020,9/30/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,283000,0.003546099,0.132452981,299000,0.010135135,0.10781771,128.520124,0.014646505,0.104558802,137.8216912,0.011427819,0.122557675,10818,-0.035226969,0.219891746,10100,-0.075176266,0.22231635,12121,-0.042499408,-0.038626269,21975,-0.048577737,-0.40103031,2,-0.1,-2.1,25,-3,-9,0.989715131,0.002769895,0.009131286,0.288777963,0.023996013,0.090988157,0.23294653,0.009021345,-0.039703928,0.464257426,-0.007952079,0.110511813,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2017,5/31/2017,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,250000,0.012145749,0.063829787,259900,-0.019245283,0.0396,149.7025,0.010852894,0.052026611,155.9878347,0.000443082,0.026416776,10758,0.223194997,0.069277408,10289,0.106701086,0.069209186,14010,0.06612891,0.006754815,29116,0.030800821,-0.118071121,2.7,-0.5,-0.6,29,-4,-7,0.977769695,0.001433524,0.003886116,0.229689533,0.014453604,0.018676712,0.26909603,0.03001793,0.004087246,0.444066479,-0.025009567,0.037228694,"Chicago, IL",16984,9/24/2023 14:28
10/1/2020,10/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,285000,0.007067138,0.163265306,290000,-0.030100334,0.082392461,131.1953353,0.020815505,0.139605593,138.4943998,0.004881007,0.129199858,10733,-0.007857275,0.182308879,10080,-0.001980198,0.157822192,12070,-0.004207574,-0.059162834,21093,-0.040136519,-0.41418097,2,0,-2,22,-3,-13,0.991002235,0.001287104,0.012983301,0.308208329,0.019430367,0.122925227,0.223012374,-0.009934156,-0.055357898,0.475099206,0.010841781,0.140502377,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2015,7/31/2015,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,228000,-0.025641026,0.036363636,229900,-0.040083507,0.045475216,139.5939086,-0.011524215,0.03365928,140.3031154,-0.035780737,0.035107933,10696,-0.050763223,0.112081514,8176,-0.068792711,0.105761428,12441,-0.080283877,-0.002005455,37352,0.00535623,0.006765316,3.5,0.2,-0.4,40,1,7,0.971207122,-0.000494844,-0.00230749,0.191379955,-0.004839427,-0.01386022,0.302928893,0.010274195,0.000592028,0.331457926,-0.023781254,-0.00787126,"Chicago, IL",16984,9/24/2023 14:28
3/1/2021,3/31/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,304000,0.053488815,0.15370019,325000,0.018409714,0.132680445,142.7374968,0.032323714,0.178133339,150.4376368,0.013813334,0.179582573,10690,0.366308793,0.146995708,11040,0.255544183,0.353438764,12795,0.287611955,-0.089259022,13208,-0.011673152,-0.578153944,1.2,-0.5,-2.2,16,-6,-24,1.000246663,0.005805175,0.017968807,0.41898971,0.064311796,0.208796577,0.168155663,0.031519925,-0.019324375,0.63740942,0.04330047,0.177926767,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2021,7/31/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,307000,-0.014999599,0.137037037,315000,0,0.139240506,141.4273281,0.003966329,0.179273189,144.4670916,0.003400608,0.148176115,10608,-0.049547532,-0.048609865,10149,-0.03444011,0.1396968,13585,0.007864085,0.143614782,17905,0.142556314,-0.206866002,1.7,0.3,-0.3,11,1,-25,1.002757941,-0.0009612,0.023381316,0.427790347,-0.007833701,0.261332948,0.285730243,0.034246611,-0.004192238,0.596709035,-0.05594057,0.093171697,"Houston, TX",26420,9/24/2023 14:28
5/1/2021,5/31/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,325375,0.036226115,0.24664751,345000,0.014705882,0.169491525,151.9088701,0.022062798,0.26736651,155.0918656,0.011603605,0.191622758,10590,0.003981797,0.376576108,10984,-0.017794867,0.107258065,12377,-0.064686768,0.009049405,14171,0.017227765,-0.51233697,1.3,0,-2.5,11,-1,-21,1.012710684,0.004747627,0.028543735,0.529367328,0.041217915,0.289408924,0.163220662,0.006663344,-0.057674758,0.62081209,0.005503139,0.237142735,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2018,5/31/2018,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,255000,0.00990099,0.02,275000,-0.013629842,0.058099269,153.7776651,0.001979082,0.027221757,161.3751834,0.001699902,0.03453698,10584,0.164100308,-0.01617401,10049,0.033103732,-0.023325882,14534,0.013387254,0.037401856,28742,0.072542727,-0.012845171,2.7,-0.2,0,26,-5,-3,0.978203267,0.000933779,0.000433572,0.235449735,0.012066541,0.005760202,0.281504419,0.033650101,0.012408389,0.452184297,-0.027305782,0.008117818,"Chicago, IL",16984,9/24/2023 14:28
4/1/2021,4/30/2021,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,314000,0.032894737,0.162962963,340000,0.046153846,0.228945276,148.6296834,0.04127988,0.214663275,153.3128834,0.019112549,0.203258856,10548,-0.013283442,0.341984733,11183,0.012952899,0.440180296,13233,0.034232122,0.244170741,13931,0.054739552,-0.546251059,1.3,0.1,-2.6,12,-4,-17,1.007963057,0.007716394,0.023051534,0.488149412,0.069159702,0.248454756,0.156557318,-0.011598345,-0.022356108,0.615308951,-0.022100469,0.247633484,"Atlanta, GA",12060,9/24/2023 14:28
4/1/2021,4/30/2021,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,312000,0.04,0.134545455,315900,-0.012503907,0.170433494,181.4033086,0.042213349,0.134069748,186.8370851,-0.001358125,0.175562569,10479,0.127501614,0.451184047,11483,0.054163224,1.096202994,14710,0.084248544,1.133430022,16468,0.115113759,-0.295034247,1.6,0,-1.6,13,-11,-12,0.994358508,0.007264168,0.017138496,0.386964405,0.069447728,0.191423621,0.195712898,-0.002215055,0.030558788,0.683009666,-0.008535362,0.301301014,"Chicago, IL",16984,9/24/2023 14:28
6/1/2019,6/30/2019,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,258750,0.010742188,0.042779132,275000,-0.034749035,0.057692308,116.3795272,0.001050639,0.040503877,121.4087439,-0.013353138,0.058737258,10471,-0.070566306,-0.040677966,10132,-0.068150464,0.039072916,14619,-0.117103515,-0.046877037,36104,0.022515506,0.063446244,3.4,0.3,0.3,25,1,4,0.982531763,-0.000581196,-0.002897366,0.218030752,-0.004408446,-0.043261049,0.273958564,6.24E-05,0.024474028,0.424792736,-0.012253158,-0.026750696,"Atlanta, GA",12060,9/24/2023 14:28
12/1/2020,12/31/2020,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,285000,0.006711409,0.13863364,287000,-0.006920415,0.148,131.8944844,0.00705521,0.126548759,138.5037906,0.009867962,0.14819863,10445,0.112590541,0.150457099,7743,-0.124392175,0.289855072,7639,-0.145047566,0.01894091,15786,-0.155377207,-0.48038183,1.5,-0.5,-1.8,24,2,-19,0.991596729,0.001753241,0.013425592,0.321876496,0.021812585,0.151152848,0.143544913,-0.045005114,-0.022913283,0.432777993,-0.023062785,0.182902931,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2018,7/31/2018,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,242000,-0.024724444,0.075555556,258585,-0.005442308,0.081945607,109.7430407,-0.018830355,0.068429779,115.2433817,0.004972607,0.080486486,10435,-0.04397618,0.050432857,9492,-0.026561378,0.039877301,14010,-0.086582345,0.014776184,34990,0.030633284,-0.113099463,3.4,0.3,-0.6,24,3,-14,0.985357158,-7.20E-05,0.004149517,0.249257307,-0.012034493,0.038667414,0.257444984,0.007960448,0.024402299,0.392646439,-0.058896992,0.055442232,"Atlanta, GA",12060,9/24/2023 14:28
5/1/2016,5/31/2016,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,212350,0.028433884,0.056467662,239800,-0.000833333,0.066251667,97.01223902,0.026047093,0.051984773,101.3608132,-0.010793545,0.045232706,10429,0.119592056,0.12454173,8933,0.023018781,0.20748851,14898,-0.031465349,0.014919272,40706,0.041420421,-0.037546697,3.9,-0.3,-0.7,42,-4,0,0.978747496,0.002271231,0.004013864,0.214785694,0.01210185,0.035898482,0.393062448,0.036345381,-0.131030804,0.330124258,-0.045849173,0.009902577,"Atlanta, GA",12060,9/24/2023 14:28
10/1/2020,10/31/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,275000,-0.005424955,0.145833333,279900,-0.034494653,0.124096386,161.3451983,-0.001196392,0.092641948,168.3404776,-0.041050431,0.095221176,10404,0.008823815,0.34124017,9027,-0.038965187,0.409807903,10651,-0.122146213,0.174440401,22631,-0.036937742,-0.274042471,2.2,-0.1,-1.8,19,-1,-29,0.981828002,0.000138384,0.011861224,0.267589389,0.00869285,0.08504459,0.280986258,-0.005068468,-0.017114724,0.479007422,-0.036695761,0.184145639,"Chicago, IL",16984,9/24/2023 14:28
8/1/2021,8/31/2021,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,All Residential,-1,306900,-0.000325733,0.158113208,310000,-0.015873016,0.143575962,141.5487094,0.000858259,0.18050471,146.617284,0.014883614,0.163591949,10377,-0.021776018,0.0999576,10162,0.001280914,0.176974751,11733,-0.136326831,0.149392633,18056,0.008433398,-0.146530535,1.7,0,-0.5,13,2,-18,0.997724604,-0.005033337,0.018174764,0.384215091,-0.043575256,0.212389778,0.336840939,0.051110696,0.054226078,0.533753198,-0.062955837,0.039196793,"Houston, TX",26420,9/24/2023 14:28
7/1/2020,7/31/2020,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,275000,0.033834586,0.078854453,279999,-0.031145329,0.098035294,119.4307224,0.012842098,0.051862426,124.8216833,0.005271215,0.080891215,10357,0.162010546,0.206828245,8207,0.006746811,0.177305982,10819,0.078448963,0.063396894,19785,-0.028718704,-0.274211299,1.9,-0.4,-1.3,36,-5,2,0.980481995,0.002237294,0.003976513,0.172443758,0.0210918,0.028537908,0.295931261,0.001036808,-0.056233082,0.508590228,0.012515645,0.123279655,"Houston, TX",26420,9/24/2023 14:28
5/1/2019,5/31/2019,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,262000,0.02745098,0.02745098,279900,-0.017894737,0.017818182,157.5563701,0.015595382,0.024572522,162.8720259,-0.009738083,0.009275543,10342,0.205923507,-0.022864701,9649,0.027582535,-0.039804956,14260,-0.019931271,-0.018852346,31200,0.061477222,0.085519449,3,-0.4,0.3,30,-5,4,0.977073433,0.002107002,-0.001129834,0.21079095,0.007782554,-0.024658786,0.297083333,0.034878046,0.015578915,0.420872629,-0.046965496,-0.031311668,"Chicago, IL",16984,9/24/2023 14:28
8/1/2016,8/31/2016,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,235000,-0.024896266,0.049107143,229900,-0.041684035,0.069302326,142.7712654,-0.010983679,0.033583527,143.125,-0.025933151,0.05954882,10315,0.033256536,0.087850664,7797,-0.032029795,0.048688635,10978,-0.063789869,-0.004804641,33162,-0.020527513,-0.094552901,3.2,-0.2,-0.7,39,4,-5,0.972180817,-0.002731069,0.003664648,0.194474067,-0.016785074,0.018667275,0.292805018,0.016584443,0.001992731,0.335128896,-0.025889106,0.010717329,"Chicago, IL",16984,9/24/2023 14:28
