period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
3/1/2017,3/31/2017,30,metro,-2,35614,f,"New York, NY metro area",,,NY,All Residential,-1,496430,0.002888889,0.091054945,599000,0.018707483,0.050877193,282.4267782,-0.00850845,0.07288543,328.9008412,0.013522764,0.048019192,5189,0.20814901,0.117355728,3430,0.4797239,0.10752341,9718,0.343007186,-0.052272284,35907,0.045023283,-0.072146567,6.9,-1.1,-1.4,115,0,-11,0.973187371,0.00195862,0.008551195,0.136249759,0.002373158,0.028368622,0.123457822,0.017375167,-0.014013431,0.239941691,0.016041777,-0.002228151,"New York, NY",35614,9/24/2023 14:28
9/1/2017,9/30/2017,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,All Residential,-1,336500,0.004477612,0.068253968,349900,0.006906475,0.076615385,190.6675964,0.020486135,0.086520721,198.7543833,0.018233994,0.087823624,5189,-0.133722871,-0.028095149,4169,-0.132723112,-0.073761386,5858,-0.085972851,-0.151014493,16489,-0.008955403,-0.149393861,3.2,0.4,-0.4,49,1,-1,0.987048039,-0.001106962,0.003722439,0.324725381,-0.012336389,0.038154862,0.18600279,-0.012458564,-0.00610451,0.24514272,-0.020095474,-0.043681986,"Riverside, CA",40140,9/24/2023 14:28
3/1/2013,3/31/2013,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,All Residential,-1,220000,0.073170732,0.257142857,239000,0.039130435,0.225641026,120.9420751,0.045192125,0.216437539,131.0861423,0.020151565,0.199615346,5188,0.194290976,-0.126893302,4659,0.148385507,-0.070801755,5674,0.120015792,-0.088953115,9190,0.002727769,-0.465977105,1.8,-0.3,-1.1,22,1,-38,0.993745772,0.00155569,0.011113804,0.394178874,-0.000158142,0.076272446,0.193471164,-0.003582846,-0.039255897,0.600343421,-0.002565132,0.216418411,"Riverside, CA",40140,9/24/2023 14:28
1/1/2013,1/31/2013,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,117000,-0.082352941,0.376470588,150000,0.154734411,0.200960769,58.93019039,-0.045892156,0.317418277,72.17610971,0.115881605,0.193079614,5187,-0.174701671,0.004453912,4808,0.217523424,0.143128864,9486,0.545706371,-0.084539664,29173,-0.018339054,-0.335603179,5.6,0.9,-2.9,60,3,-16,0.974089208,-0.002762704,0.020288496,0.267592057,0.007448859,0.054772537,0.478353272,0.300716823,0.266688237,0.297004992,0.060742647,0.125345458,"Atlanta, GA",12060,9/24/2023 14:28
11/1/2020,11/30/2020,30,metro,-2,19740,f,"Denver, CO metro area",,,CO,All Residential,-1,459900,-0.021281124,0.101556886,439900,-0.022444444,0.06,217.8691978,0.007881854,0.118208939,222.6379797,0.004967936,0.093894607,5186,-0.178390368,0.266731803,4354,-0.213227322,0.202762431,3501,-0.39355621,0.0752457,3832,-0.259945925,-0.473915431,0.7,-0.1,-1.1,9,1,-18,1.004502162,0.002105524,0.016145039,0.433667567,0.016208758,0.228977777,0.315762004,-0.056003156,-0.003705321,0.615525953,-0.014940256,0.211382307,"Denver, CO",19740,9/24/2023 14:28
4/1/2021,4/30/2021,30,metro,-2,36740,f,"Orlando, FL metro area",,,FL,All Residential,-1,310200,0.034,0.128,325000,0.031746032,0.161025275,167.5521046,0.037292553,0.11943774,177.4756254,0.029922042,0.157067034,5185,-0.014258555,0.733533935,4714,-0.032032854,0.817971462,5249,0.03591869,0.521449275,4494,-0.009914078,-0.54016167,0.9,0,-2.4,13,-6,-9,0.99013489,0.004273091,0.009837497,0.292189007,0.059489387,0.133044908,0.233199822,0.017513547,0.043391165,0.681586763,0.005611403,0.237699374,"Orlando, FL",36740,9/24/2023 14:28
2/1/2013,2/28/2013,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,All Residential,-1,360000,0.058823529,0.2,414000,0.037593985,0.221238938,246.6201084,0.035185856,0.169839355,273.7347784,0.034835057,0.186340549,5184,-0.05453219,-0.015758496,5664,0.088393543,0.104308832,6837,-0.01597582,-0.163465068,9943,-0.01778129,-0.591948127,1.9,0.1,-2.7,25,-6,-43,0.996300845,0.002612082,0.019706177,0.398726852,0.021561067,0.13557895,0.166851051,-0.044943871,-0.049178825,0.594632768,0.049859517,0.211322182,"Los Angeles, CA",31084,9/24/2023 14:28
6/1/2013,6/30/2013,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,All Residential,-1,240000,0.038961039,0.333333333,255000,0.020408163,0.243295953,133.2006161,0.026196463,0.305311324,142.5672542,0.02255134,0.248385314,5184,-0.091004734,-0.139156426,4252,-0.070601093,0.049358342,5723,-0.017342033,0.107391641,9886,0.050584485,-0.239304401,1.9,0.2,-0.3,19,1,-27,0.999641156,0.000630902,0.012739456,0.424189815,-0.001551023,0.066003166,0.165891159,-0.02061256,0.000532587,0.581843838,-0.017500424,0.133916889,"Riverside, CA",40140,9/24/2023 14:28
9/1/2014,9/30/2014,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,208000,-0.018636471,0.04052026,229500,0.043656207,0.08,112.6642686,-0.006346928,0.041944725,118.9105614,0.013341383,0.043833101,5181,-0.040200074,-0.014831717,3752,-0.083760684,-0.1424,6624,0.066323245,-0.109318273,20787,0.010942515,0.107989979,4,0.2,0.4,56,2,17,0.975528183,-0.000953893,-0.008095193,0.133564949,-0.001855577,-0.073318489,0.278106509,-0.006107089,-0.004074612,0.259061834,0.007535582,-0.037852452,"Phoenix, AZ",38060,9/24/2023 14:28
12/1/2018,12/31/2018,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,399000,0.023076923,0.036363636,359900,-0.074807198,0.028285714,212.5037948,0.038363866,0.081480921,192.264842,-0.066008769,-0.016921973,5178,-0.058716597,-0.05286263,3631,-0.271906958,-0.017054683,3021,-0.346810811,-0.110947616,11327,-0.185225147,-0.008577681,2.2,-0.3,0.1,50,2,11,0.98868709,8.68E-05,-0.000496071,0.229239088,-0.005809085,0.000594494,0.177628675,-0.064782489,0.006950338,0.242082071,0.031133605,-0.119856207,"Washington, DC",47894,9/24/2023 14:28
5/1/2016,5/31/2016,30,metro,-2,19740,f,"Denver, CO metro area",,,CO,All Residential,-1,355000,0.028985507,0.105919003,360028.5,-0.013620548,0.094477884,162.4075999,0.014742589,0.115140953,162.6932413,0.00266565,0.103421716,5176,0.135834979,-0.018023146,5710,0.090735435,0.038937409,6546,0.059909326,-0.038907649,6403,0.05939775,-0.210383524,1.2,-0.1,-0.3,6,-4,-8,1.01201556,0.002844536,0.000955461,0.506568779,0.02094227,0.005525334,0.318132126,0.055226765,0.110214996,0.717513135,0.027923832,0.157833368,"Denver, CO",19740,9/24/2023 14:28
12/1/2021,12/31/2021,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,335000,-0.014705882,0.080645161,349900,0.076615385,0.147213115,179.245283,0.00491165,0.105629899,185.9728272,0.040081755,0.107240772,5176,-0.093678865,-0.023396226,3038,-0.347368421,-0.132743363,2263,-0.392483221,-0.191496963,4699,-0.24743754,-0.09738763,0.9,-0.2,-0.1,23,2,-1,1.007159568,-0.001786465,0.002523973,0.450347759,-0.011742943,0.00015908,0.173653969,-0.081791258,0.002505294,0.343317972,-0.061837774,-0.027792504,"Minneapolis, MN",33460,9/24/2023 14:28
2/1/2019,2/28/2019,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,236000,0.044247788,0.026131571,269590,0.047362266,0.036884615,109.3743693,0.028994067,0.047228157,117.1541514,0.008179157,0.048059586,5167,0.320132856,0.007801833,4675,0.102854447,0.033377542,7988,0.043637314,0.082238179,23113,0.008200654,0.168208239,4.5,-1.4,0.6,62,5,6,0.972129893,0.001728228,0.00314464,0.138765241,0.011274183,0.011010219,0.244754035,-0.000785769,0.035403516,0.450695187,0.060037013,-0.03051613,"Houston, TX",26420,9/24/2023 14:28
9/1/2016,9/30/2016,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,255000,-0.019230769,0.113605199,280000,0.040892193,0.143323806,116.7755485,-0.010372147,0.093768479,121.6910137,0.022774306,0.110044054,5167,-0.124237288,0.039637827,4398,-0.174394594,-0.010573678,5438,-0.095626143,0.033054711,12194,-0.01526286,0.007602049,2.4,0.3,0,31,4,0,0.987588699,-0.002969853,0.001666834,0.278304626,-0.030678425,0.004461567,0.275135312,-0.015182058,-0.000934759,0.28308322,-0.024782371,0.025040475,"Dallas, TX",19124,9/24/2023 14:28
7/1/2013,7/31/2013,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,Single Family Residential,6,455000,-0.010869565,0.3,479900,-0.020612245,0.262894737,299.8908017,0.008262838,0.279534087,308.8380088,-0.002163906,0.223707323,5166,0.046384444,0.002133851,4919,0.075896763,0.134717416,6313,0.057808311,0.161973127,9199,0.081726246,-0.271366337,1.8,0.1,-0.6,16,0,-26,1.010295989,-0.001650045,0.018216593,0.50116144,-0.013321039,0.131423322,0.235242961,0.040040703,0.043401377,0.516568408,-0.046423718,0.102727578,"Los Angeles, CA",31084,9/24/2023 14:28
3/1/2021,3/31/2021,30,metro,-2,45300,f,"Tampa, FL metro area",,,FL,Single Family Residential,6,300000,0.02739726,0.181567546,319731,0.048676572,0.19909767,169.2142857,0.014681608,0.157020757,179.9035904,0.023812884,0.179704784,5166,0.320889798,0.11915078,5012,0.217687075,0.370897155,5152,0.212520593,-0.015478693,3587,-0.10459311,-0.636833046,0.7,-0.3,-1.4,13,-7,-21,0.993630398,0.005080126,0.01448281,0.328106852,0.049917131,0.145481203,0.220518539,0.017323332,-0.044541702,0.705506784,0.036653528,0.192377681,"Tampa, FL",45300,9/24/2023 14:28
1/1/2012,1/31/2012,30,metro,-2,12060,f,"Atlanta, GA metro area",,,GA,All Residential,-1,85000,-0.086021505,-0.166666667,124900,0.190657769,0,44.73157192,-0.072157598,-0.148220656,60.49563573,0.132510891,-0.028210089,5164,-0.189960784,0.370488323,4206,0.066700482,0.269927536,10362,0.326590705,-0.144555436,43909,-0.013812775,-0.306816747,8.5,1.5,-8.3,76,-2,-17,0.953800713,0.00184773,0.013736923,0.21281952,0.013133245,0.048806781,0.211665035,0.030347094,-0.004377527,0.171659534,0.028367624,0.055717505,"Atlanta, GA",12060,9/24/2023 14:28
7/1/2021,7/31/2021,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,Single Family Residential,6,379900,-0.000263158,0.130654762,360000,-0.02676399,0.107692308,182.5293351,-0.003389831,0.14801345,177.4842045,-0.003491872,0.093596281,5162,-0.101635921,-0.052496329,4678,-0.092355452,-0.050537853,5702,-0.046328818,0.026462646,5426,0.175476603,-0.177255497,1.1,0.3,-0.1,12,1,-9,1.041286002,-0.004802577,0.032779867,0.67686943,-0.018222808,0.191737272,0.271654994,0.035086537,0.04451322,0.567122702,-0.088872641,0.065194551,"Minneapolis, MN",33460,9/24/2023 14:28
6/1/2022,6/30/2022,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,All Residential,-1,570000,-0.008695652,0.133200795,559000,-0.021872266,0.119119119,328.8088128,-0.001882582,0.18815439,319.6022727,-0.00980412,0.154119318,5158,-0.023845572,-0.203889489,4984,-0.038023548,-0.209766926,7296,0.014601585,0.037985489,12272,0.173231358,0.413010938,2.4,0.4,1.1,28,4,2,1.014909931,-0.012212201,-0.016196007,0.592477705,-0.065168018,-0.072902755,0.310707301,0.069598315,0.200632459,0.296147673,-0.069225807,-0.125130273,"Riverside, CA",40140,9/24/2023 14:28
3/1/2018,3/31/2018,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,290000,0.026094648,0.035714286,319900,0.006671282,0.031935484,129.6829971,0.011280191,0.052970912,135.6519027,0.001365908,0.051994347,5157,0.310213415,0.000970497,4597,0.256010929,-0.065270435,7241,0.331310903,-0.025043759,12574,0.114913992,0.103563279,2.4,-0.5,0.2,31,-10,4,0.984807705,0.002151391,-0.00390017,0.253441924,0.033167533,-0.040812735,0.226101479,0.025888676,0.002036182,0.37698499,-0.013725392,-0.031311065,"Dallas, TX",19124,9/24/2023 14:28
8/1/2021,8/31/2021,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,Single Family Residential,6,520000,-0.00952381,0.195402299,520000,-0.00952381,0.161103048,284.5915973,0.024620384,0.264537993,283.9233038,0.009265869,0.196487727,5157,-0.032457786,-0.060484606,5238,0.017877963,0.099496222,6110,-0.048879203,0.02173913,8794,0.043179122,-0.086527475,1.7,0.1,-0.1,26,3,-17,1.026563041,-0.005119904,0.027597485,0.662594532,-0.011701904,0.210599633,0.178417103,0.017325762,0.073711587,0.390988927,-0.010099297,-0.019170603,"Riverside, CA",40140,9/24/2023 14:28
11/1/2017,11/30/2017,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,All Residential,-1,276400,0.005090909,0.063076923,280000,-0.037354099,0.037040878,127.0217802,-0.001049051,0.062481971,131.2997347,-0.004935582,0.061511022,5156,0.009792401,0.075959933,4343,-0.091232475,0.041986564,5016,-0.164974197,0.058227848,14064,-0.083838186,0.158866183,2.7,-0.3,0.2,40,2,6,0.982126571,0.000557354,-0.00169278,0.196664081,-0.018377047,-0.055422731,0.249573379,-0.044804838,0.035664348,0.253281142,-0.007442859,-0.038465499,"Dallas, TX",19124,9/24/2023 14:28
7/1/2012,7/31/2012,30,metro,-2,31084,f,"Los Angeles, CA metro area",,,CA,Single Family Residential,6,350000,0.014492754,0.029411765,380000,-0.018087855,0.085714286,234.375,0.017518516,0.015826613,252.3789822,-0.002495901,0.071639986,5155,-0.069326593,0.131723381,4335,-0.017452403,0.13541121,5433,-0.041798942,-0.139122168,12625,-0.060150376,-0.431485568,2.4,0,-2.5,42,-1,-14,0.992079397,0.002184944,0.010757253,0.369738118,0.015703094,0.0885087,0.191841584,0.005509417,-0.051640201,0.41384083,-0.021562615,0.113421763,"Los Angeles, CA",31084,9/24/2023 14:28
2/1/2013,2/28/2013,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,139125,-0.013297872,0.030555556,189900,0.149167927,0.060893855,95.89771592,-0.001547874,0.042366477,122.0930233,0.108062016,0.047259671,5155,-0.056379279,0.194669757,5350,0.200897868,0.440495423,9627,0.064462627,-0.002073183,29926,0.002949259,-0.255886814,5.8,0.3,-3.5,73,-2,-27,0.958954318,0.003357131,0.017549811,0.217070805,0.010956948,0.04511252,0.193143086,-0.03626237,-0.058466929,0.427850467,0.055010961,0.072438513,"Chicago, IL",16984,9/24/2023 14:28
6/1/2018,6/30/2018,30,metro,-2,42644,f,"Seattle, WA metro area",,,WA,All Residential,-1,579950,-8.62E-05,0.120448991,579500,-0.009401709,0.159115912,312.2807018,-0.009766494,0.119646661,307.8255292,0.008337108,0.123687228,5154,0.047560976,-0.085197018,4968,-0.089275894,-0.111270125,6471,-0.08524173,-0.021620804,6637,0.242651189,0.323165869,1.3,0.2,0.4,7,0,0,1.026837151,-0.01336395,-0.016574396,0.540551028,-0.065140029,-0.074287452,0.300888956,0.041574221,0.028361045,0.684178744,-0.08997341,-0.056608376,"Seattle, WA",42644,9/24/2023 14:28
10/1/2012,10/31/2012,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,165000,-0.006024096,0.1,169900,0.008859437,0.075316456,75.28556594,0.009875645,0.082148178,77.93574882,0.000923851,0.053490065,5152,0.05336332,0.425567239,4004,0.069444444,0.508666164,5919,0.060752688,0.097737389,20157,-0.055347268,-0.20629233,3.9,-0.5,-3.1,60,5,-20,0.965257243,-0.001735246,0.004965857,0.135869565,-0.009295023,0.005266355,,,,0.320929071,0.004155567,0.065842409,"Houston, TX",26420,9/24/2023 14:28
4/1/2018,4/30/2018,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,289945,-0.000189655,0.022328,319900,0,0.015555556,130.8833997,0.009256438,0.048151346,134.4474458,-0.008879027,0.039292052,5152,-0.000969556,0.034538153,5325,0.158364151,0.036193812,7681,0.060765088,0.154516759,13714,0.090663273,0.145889037,2.7,0.3,0.3,28,-3,4,0.987631458,0.002823753,-0.005180013,0.275621118,0.022179194,-0.054499364,0.241213359,0.015111879,0.015945979,0.355680751,-0.021304239,-0.013651804,"Dallas, TX",19124,9/24/2023 14:28
3/1/2017,3/31/2017,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,280000,0.037037037,0.118043424,310000,0.033367779,0.069334253,123.1591449,0.020088465,0.10063149,128.9473684,0.016255432,0.083542448,5152,0.379014989,0.052502554,4918,0.302781457,0.040406177,7427,0.369032258,0.139285166,11394,0.123557835,0.070864662,2.2,-0.5,0,27,-9,-1,0.988707875,0.005364248,0.001349893,0.294254658,0.039436671,-0.005438906,0.224065298,0.032762665,0.023877328,0.408296055,0.010945062,0.005080485,"Dallas, TX",19124,9/24/2023 14:28
3/1/2016,3/31/2016,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,All Residential,-1,305000,0.033898305,0.063662836,325000,0.015625,0.06557377,169.6222051,0.020820815,0.053132647,179.0421971,0.000776125,0.063063045,5148,0.377944325,0.05383828,4639,0.296172115,0.038969765,6785,0.089085072,-0.023881456,17724,-0.008613939,-0.020178009,3.4,-1.4,-0.3,53,-7,-3,0.980252193,0.000510098,0.000442302,0.263791764,0.022089408,0.012205275,0.213552246,0.011795897,-0.006581537,0.36365596,-0.008794445,0.017631324,"Riverside, CA",40140,9/24/2023 14:28
10/1/2017,10/31/2017,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,245000,-0.014084507,0.064937267,250000,0,0.086956522,133.02778,0.001557795,0.064630366,136.3612516,0.000649611,0.081100975,5147,-0.061964644,0.01860281,4533,0.008005337,0.118154909,4686,-0.153998917,0.045748717,11292,-0.100454075,-0.129241209,2.2,-0.1,-0.4,34,2,-4,0.991220872,-0.003179508,0.003552545,0.307946377,-0.025933704,0.03919514,0.300832448,0.003373673,-0.00800469,0.287888815,0.007257283,0.031105392,"Minneapolis, MN",33460,9/24/2023 14:28
3/1/2022,3/31/2022,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,Single Family Residential,6,428900,0.051900976,0.225428571,439000,0.047732697,0.202739726,203.7240166,0.039962599,0.289033642,202.4872007,0.030902836,0.240467743,5147,0.298763563,-0.025558501,5115,0.297235607,-0.049079755,6300,0.437371663,0.009291894,5201,0.190160183,-0.065408805,1,-0.1,-0.1,15,-3,-7,1.052580589,0.017522839,0.043374196,0.669321935,0.066495793,0.191661958,0.121322823,0.038256461,0.00631833,0.594721408,0.016988717,0.083102148,"Dallas, TX",19124,9/24/2023 14:28
8/1/2023,8/31/2023,30,metro,-2,45300,f,"Tampa, FL metro area",,,FL,All Residential,-1,379990,0.000763761,0.00873374,395799,0.010993755,0.042934876,227.2727273,-0.005050505,-0.00524364,239.7750511,0.016986349,0.050311852,5146,0.043601704,-0.052650957,4615,-0.031479538,-0.216069305,6114,0.065528059,-0.124194242,10519,0.034621816,-0.103010148,2,-0.1,-0.2,23,2,7,0.979819163,-0.001095924,-0.005147326,0.174310144,-0.031124859,-0.083605909,0.393098203,0.025143054,-0.103704048,0.465872156,-0.010937917,0.038999386,"Tampa, FL",45300,9/24/2023 14:28
8/1/2021,8/31/2021,30,metro,-2,16740,f,"Charlotte, NC metro area",,,NC,All Residential,-1,342500,0.019345238,0.161016949,340000,0,0.133342778,172.4856787,0.018785541,0.230857803,173.3002143,0.015624119,0.200802775,5146,0.038546922,0.076118779,,,,5085,-0.075286416,0.016593363,7571,-0.022844605,-0.225869121,1.5,-0.1,-0.5,32,0,-15,1.019021232,-0.001702831,0.026342588,0.568208317,-0.006766456,0.233411161,0.171443667,0.0112733,0.029419127,0.409538067,-0.012271267,0.092206081,"Charlotte, NC",16740,9/24/2023 14:28
8/1/2019,8/31/2019,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,Single Family Residential,6,307000,0.006557377,0.05862069,299900,0,0.052280702,149.86069,-0.002698251,0.039323788,149.5327103,0.000422068,0.028303612,5145,0.01800554,0.037298387,4224,-0.070217918,0.035294118,5096,-0.0152657,0.005128205,9631,0.010916343,-0.024115919,1.9,0,-0.1,25,5,0,0.999712786,-0.003925209,-0.000353692,0.390281827,-0.044027631,-0.012540754,0.32405773,0.023438438,-0.007282831,0.377840909,-0.004505558,0.057007576,"Minneapolis, MN",33460,9/24/2023 14:28
10/1/2014,10/31/2014,30,metro,-2,38060,f,"Phoenix, AZ metro area",,,AZ,Single Family Residential,6,208000,0,0.04052026,234000,0.019607843,0.064120055,112.7034979,0.000348196,0.023097308,124.0828658,0.043497435,0.061267981,5143,-0.007334491,0.003316426,3991,0.06369936,-0.095626558,7279,0.09888285,-0.131176892,21304,0.024871314,0.015975965,4.1,0.1,0,58,2,16,0.976233809,0.000705626,-0.004560439,0.131829671,-0.001735277,-0.050768846,0.295202779,0.01709627,-0.022218176,0.251816587,-0.007245246,-0.017614639,"Phoenix, AZ",38060,9/24/2023 14:28
5/1/2014,5/31/2014,30,metro,-2,33460,f,"Minneapolis, MN metro area",,,MN,All Residential,-1,210000,0.071428571,0.082474227,229900,0.02656843,0.04738041,112.8348474,0.027372946,0.073366507,118.7871287,0.021484031,0.05350702,5139,0.28668002,-0.089314195,5025,0.139972777,0.011066398,7855,0.094315965,0.013417624,15990,0.101770826,0.074668997,3.1,-0.5,0.5,36,-12,-3,0.985592168,0.00260317,-0.003007723,0.250437828,0.005820903,-0.04125099,0.258286429,0.018087986,,0.318606965,-0.017373071,-0.030085188,"Minneapolis, MN",33460,9/24/2023 14:28
8/1/2022,8/31/2022,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,Single Family Residential,6,350000,-0.014084507,0.029411765,325000,-0.043836422,0.031746032,194.8718518,-0.017865306,0.043930476,188.0391755,-0.012942625,0.032162636,5139,0.025748503,-0.202885063,4899,0.012817862,-0.191450734,5234,-0.151976669,-0.225281231,14367,-0.053183076,0.395531812,2.8,-0.2,1.2,53,4,43,0.995139883,-0.010042191,-0.008571851,0.40708309,-0.102497748,-0.072209604,0.248346906,0.025070249,-0.061415114,0.078383344,-0.002865364,-0.458173844,"Chicago, IL",16984,9/24/2023 14:28
6/1/2020,6/30/2020,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,Single Family Residential,6,285000,0.017857143,0,319000,0.013020006,0.12920354,156.8877551,0.019635393,-0.004475881,169.8069498,0.022396749,0.074394455,5137,0.272164438,-0.134164841,5913,0.255947324,0.179768555,7290,0.230379747,-0.037750792,12402,-0.059670938,-0.377565872,2.4,-0.9,-1,30,1,1,0.974737693,0.002667343,-0.00224062,0.207708779,0.022220914,-0.009382068,0.299467828,0.063286161,-0.019076714,0.574835109,0.085667734,0.157436865,"Chicago, IL",16984,9/24/2023 14:28
7/1/2015,7/31/2015,30,metro,-2,40140,f,"Riverside, CA metro area",,,CA,Single Family Residential,6,300000,-0.01071723,0.071428571,319900,0.001168917,0.10348396,163.2438125,0.003647144,0.041198717,169.9847228,0.008844256,0.077541363,5131,0.013030602,0.15902417,4206,0.01057184,0.212103746,5973,-0.027357108,0.027701308,15572,-0.007330911,0.115073398,3,-0.1,-0.2,48,1,18,0.985333031,0.00038511,-0.001026995,0.300721107,0.002399291,-0.007614109,0.22842281,0.021308639,-0.043757641,0.289824061,-0.036461379,-0.124296977,"Riverside, CA",40140,9/24/2023 14:28
11/1/2019,11/30/2019,30,metro,-2,47894,f,"Washington, DC metro area",,,DC,All Residential,-1,415000,0.012195122,0.064102564,405000,-0.046834549,0.041131105,210.5937729,0.013636739,0.029030867,215.7464213,-0.018921537,0.048060912,5130,-0.158188382,-0.067442283,4526,-0.144585145,-0.092440345,4440,-0.304511278,-0.04,12129,-0.123500506,-0.127535606,2.4,0.1,-0.1,37,3,-11,0.993625989,-0.000153831,0.005025747,0.283625731,-0.014700492,0.048577558,0.217825047,-0.060033025,-0.024586116,0.311754308,-0.038085041,0.100805842,"Washington, DC",47894,9/24/2023 14:28
8/1/2012,8/31/2012,30,metro,-2,19124,f,"Dallas, TX metro area",,,TX,All Residential,-1,175000,-0.01157865,0.062215478,175900,-0.022234575,0.066060606,82.55984367,-0.003302536,0.059440685,84.51963855,-0.014496987,0.056495482,5128,0.072803347,0.176686553,3934,-0.041189374,0.271493213,5534,-0.060600917,0.103269537,17100,-0.046131533,-0.196277496,3.3,-0.5,-1.6,50,-3,-27,0.970939689,-0.002060557,0.008416684,0.153081123,-0.001102977,0.032154092,0.234327485,0.003335127,-0.016283532,0.194458566,0.01239666,0.032855464,"Dallas, TX",19124,9/24/2023 14:28
5/1/2017,5/31/2017,30,metro,-2,42644,f,"Seattle, WA metro area",,,WA,All Residential,-1,505000,0.01010101,0.147988179,515000,0.033218476,0.144571619,279.5275591,0.02662849,0.134383286,271.4464811,0.020638769,0.124402858,5128,0.317236065,0.050604384,5580,0.228533686,0.007583965,6409,0.260621558,0.049623321,4229,0.169847856,-0.202075472,0.8,-0.1,-0.3,7,0,0,1.046356475,0.00354842,0.016132672,0.628900156,0.021399514,0.073686061,0.225585245,0.059610141,-0.021018529,0.800179211,-0.01598107,0.057853462,"Seattle, WA",42644,9/24/2023 14:28
1/1/2018,1/31/2018,30,metro,-2,16984,f,"Chicago, IL metro area",,,IL,All Residential,-1,225000,-0.008810573,0.081730769,259900,0.208837209,0.082916667,139.2857143,-0.017427258,0.061787516,157.6098988,0.154015155,0.061837963,5128,-0.276727786,-0.067975282,4663,0.041778374,0.019903762,8176,0.812458435,-0.034026465,21806,-0.001099404,-0.087003852,4.3,1.2,0,56,7,-6,0.967449354,-0.002159427,0.003600337,0.177847114,-0.00297094,0.00881767,0.185499404,0.047020247,-0.008940388,0.415183358,0.117372813,0.005734539,"Chicago, IL",16984,9/24/2023 14:28
2/1/2018,2/28/2018,30,metro,-2,26420,f,"Houston, TX metro area",,,TX,Single Family Residential,6,229990,0.041503453,0.018398388,260000,0.04,0.035877209,104.4417767,0.020243603,0.020814086,111.7819569,0.00946694,0.035157281,5127,0.194826381,0.061490683,4524,0.068493151,-0.002205558,7381,0.075947522,-0.057223145,19785,0.002431981,-0.013807198,3.9,-0.7,-0.3,56,2,-2,0.968985253,0.001010354,-0.001557552,0.127755022,0.004706782,-0.009305019,0.209350518,-0.022599626,-0.033247428,0.481211317,0.091272725,-0.016362569,"Houston, TX",26420,9/24/2023 14:28
